payroll_id,employee_id,pay_period_end,hours_worked,overtime_hours,gross_pay,overtime_pay,bonus,benefits_deduction,taxes,net_pay,anomaly_flag,anomaly_type,timesheet_status,approval_status,previous_net_pay,net_pay_change,risk_score,risk_level,issue_summary
P000164,E0014,2025-10-31,96.23,16.23,2669.33,675.2,0,75,720.72,2548.81,False,None,Submitted,Approved,2124.81,424.0,0,Low,Normal
P000165,E0014,2025-11-15,87.0,7.0,2413.34,291.21,0,75,651.6,1977.96,True,Duplicate Bonus,Missing,Approved,2548.81,-570.8499999999999,7,High,"Duplicate Bonus, Missing timesheet, Large change in net pay"
P000166,E0014,2025-11-30,62.74,0.0,1740.52,0.0,500,75,469.94,1695.58,False,None,Submitted,Not Required,1977.96,-282.3800000000001,0,Low,Normal
P000167,E0014,2025-12-15,88.51,8.51,2455.23,354.04,0,75,662.91,2071.36,False,None,Submitted,Approved,1695.58,375.7800000000002,0,Low,Normal
P000168,E0014,2025-12-31,97.97,17.97,2717.66,747.69,0,75,733.77,2656.58,False,None,Submitted,Pending,2071.36,585.2199999999998,4,High,"Pending manager approval, Large change in net pay"
P000169,E0015,2025-07-15,77.58,0.0,2930.04,0.0,0,150,527.41,2252.63,False,None,Submitted,Not Required,,,0,Low,Normal
P000170,E0015,2025-07-31,79.72,0.0,3011.11,0.0,0,150,542.0,2319.11,False,None,Submitted,Not Required,2252.63,66.48000000000002,0,Low,Normal
P000171,E0015,2025-08-15,70.49,0.0,2662.49,0.0,0,150,479.25,2033.24,False,None,Submitted,Not Required,2319.11,-285.8700000000001,0,Low,Normal
P000172,E0015,2025-08-31,82.5,2.5,3115.9,141.45,0,150,560.86,2546.48,False,None,Missing,Not Required,2033.24,513.24,4,High,"Missing timesheet, Large change in net pay"
P000173,E0015,2025-09-15,90.15,10.15,3405.09,575.24,500,150,612.92,3717.42,False,None,Submitted,Approved,2546.48,1170.94,2,Medium,Large change in net pay
P000174,E0015,2025-09-30,85.58,5.58,3232.43,316.24,500,150,581.84,3316.83,False,None,Submitted,Pending,3717.42,-400.59000000000015,2,Medium,Pending manager approval
P000175,E0015,2025-10-15,105.14,25.14,3970.98,1424.07,0,150,714.78,4530.27,False,None,Submitted,Pending,3316.83,1213.4400000000005,4,High,"Pending manager approval, Large change in net pay"
P000176,E0015,2025-10-31,80.26,0.26,3031.58,14.97,0,150,545.68,2350.86,False,None,Submitted,Not Required,4530.27,-2179.4100000000003,2,Medium,Large change in net pay
P000177,E0015,2025-11-15,66.95,0.0,2528.88,0.0,0,150,455.2,1923.68,False,None,Submitted,Not Required,2350.86,-427.18000000000006,0,Low,Normal
P000178,E0015,2025-11-30,81.37,1.37,3073.26,77.49,0,150,553.19,2447.56,False,None,Missing,Not Required,1923.68,523.8799999999999,4,High,"Missing timesheet, Large change in net pay"
P000179,E0015,2025-12-15,60.67,0.0,2291.44,0.0,0,150,412.46,1728.98,False,None,Submitted,Not Required,2447.56,-718.5799999999999,2,Medium,Large change in net pay
P000180,E0015,2025-12-31,75.74,0.0,2860.52,0.0,0,150,514.89,2195.62,False,None,Submitted,Not Required,1728.98,466.6399999999999,0,Low,Normal
P000181,E0016,2025-07-15,93.0,13.0,3280.87,687.7,0,150,885.83,2932.73,True,Duplicate Bonus,Submitted,Approved,,,3,Medium,Duplicate Bonus
P000182,E0016,2025-07-31,82.6,2.6,2914.17,137.65,0,150,786.82,2114.99,False,None,Submitted,Not Required,2932.73,-817.7400000000002,2,Medium,Large change in net pay
P000183,E0016,2025-08-15,81.44,1.44,2873.04,75.96,0,150,775.72,2023.28,False,None,Missing,Not Required,2114.99,-91.70999999999981,2,Medium,Missing timesheet
P000184,E0016,2025-08-31,94.57,14.57,3336.3,770.85,0,150,900.8,3056.34,False,None,Late,Pending,2023.28,1033.0600000000002,4,High,"Pending manager approval, Large change in net pay"
P000185,E0016,2025-09-15,77.84,13.0,2746.03,687.96,0,150,741.43,1854.6,True,Unusual Overtime,Submitted,Pending,3056.34,-1201.7400000000002,7,High,"Unusual Overtime, Pending manager approval, Large change in net pay"
P000186,E0016,2025-09-30,90.09,10.09,3178.54,534.2,0,150,858.2,2704.54,False,None,Submitted,Approved,1854.6,849.94,2,Medium,Large change in net pay
P000187,E0016,2025-10-15,81.03,1.03,2858.9,54.74,0,150,771.9,1991.74,False,None,Submitted,Not Required,2704.54,-712.8,2,Medium,Large change in net pay
P000188,E0016,2025-10-31,83.04,3.04,2929.66,160.9,0,150,791.01,2149.55,False,None,Submitted,Not Required,1991.74,157.81000000000017,0,Low,Normal
P000189,E0016,2025-11-15,70.26,0.0,2478.83,0.0,0,150,669.28,1659.54,False,None,Missing,Not Required,2149.55,-490.0100000000002,2,Medium,Missing timesheet
P000190,E0016,2025-11-30,76.14,0.0,2686.35,0.0,0,150,725.31,1811.03,False,None,Submitted,Not Required,1659.54,151.49,0,Low,Normal
P000191,E0016,2025-12-15,68.82,0.0,2427.96,0.0,0,150,655.55,1622.41,False,None,Submitted,Not Required,1811.03,-188.6199999999999,0,Low,Normal
P000192,E0016,2025-12-31,79.24,0.0,2795.52,0.0,500,150,754.79,2390.73,False,None,Submitted,Not Required,1622.41,768.3199999999999,2,Medium,Large change in net pay
P000193,E0017,2025-07-15,83.12,3.12,2499.52,140.87,1000,75,549.89,3015.49,False,None,Submitted,Not Required,,,0,Low,Normal
P000194,E0017,2025-07-31,71.12,0.0,2138.57,0.0,0,75,470.49,1593.08,False,None,Submitted,Not Required,3015.49,-1422.4099999999999,2,Medium,Large change in net pay
P000195,E0017,2025-08-15,96.39,16.39,2898.55,739.43,0,75,637.68,2925.3,False,None,Submitted,Approved,1593.08,1332.2200000000003,2,Medium,Large change in net pay
P000196,E0017,2025-08-31,82.22,2.22,2472.5,100.35,250,75,543.95,2203.9,False,None,Submitted,Not Required,2925.3,-721.4000000000001,2,Medium,Large change in net pay
P000197,E0017,2025-09-15,80.46,0.46,2419.5,20.85,0,75,532.29,1833.07,False,None,Submitted,Not Required,2203.9,-370.83000000000015,0,Low,Normal
P000198,E0017,2025-09-30,86.16,6.16,2590.75,277.72,250,75,569.96,2473.51,False,None,Submitted,Approved,1833.07,640.4400000000003,2,Medium,Large change in net pay
P000199,E0017,2025-10-15,73.37,0.0,2206.19,0.0,0,75,485.36,1645.83,False,None,Submitted,Not Required,2473.51,-827.6800000000003,2,Medium,Large change in net pay
P000200,E0017,2025-10-31,81.31,1.31,2444.93,58.99,0,75,537.88,1891.03,False,None,Submitted,Not Required,1645.83,245.20000000000005,0,Low,Normal
P000201,E0017,2025-11-15,74.27,0.0,2233.15,0.0,250,75,491.29,1916.86,False,None,Submitted,Not Required,1891.03,25.829999999999927,0,Low,Normal
P000202,E0017,2025-11-30,92.47,12.47,2780.56,562.43,0,75,611.72,2656.27,False,None,Submitted,Pending,1916.86,739.4100000000001,4,High,"Pending manager approval, Large change in net pay"
P000203,E0017,2025-12-15,71.53,0.0,2150.93,0.0,500,75,473.21,2102.73,False,None,Late,Not Required,2656.27,-553.54,2,Medium,Large change in net pay
P000204,E0017,2025-12-31,80.51,0.51,2420.8,22.79,250,75,532.57,2086.01,False,None,Submitted,Not Required,2102.73,-16.7199999999998,0,Low,Normal
P000205,E0018,2025-07-15,82.63,2.63,2533.57,121.16,0,150,684.07,1820.67,False,None,Submitted,Not Required,,,0,Low,Normal
P000206,E0018,2025-07-31,83.16,3.16,2549.64,145.26,0,150,688.4,1856.5,False,None,Submitted,Not Required,1820.67,35.82999999999993,0,Low,Normal
P000207,E0018,2025-08-15,75.35,0.0,2310.23,0.0,0,150,623.76,1536.47,False,None,Submitted,Not Required,1856.5,-320.03,0,Low,Normal
P000208,E0018,2025-08-31,72.84,22.0,2233.15,1011.78,500,150,602.95,1980.2,True,Unusual Overtime,Submitted,Pending,1536.47,443.73,5,High,"Unusual Overtime, Pending manager approval"
P000209,E0018,2025-09-15,75.47,0.0,2313.78,0.0,0,150,624.72,1539.06,False,None,Submitted,Not Required,1980.2,-441.1400000000001,0,Low,Normal
P000210,E0018,2025-09-30,84.23,4.23,2582.39,194.38,0,150,697.24,1929.52,False,None,Submitted,Not Required,1539.06,390.46000000000004,0,Low,Normal
P000211,E0018,2025-10-15,78.85,0.0,2417.52,0.0,0,150,652.73,1614.79,False,None,Submitted,Not Required,1929.52,-314.73,0,Low,Normal
P000212,E0018,2025-10-31,86.37,6.37,2648.09,292.94,0,150,714.99,2076.05,False,None,Submitted,Rejected,1614.79,461.2600000000002,0,Low,Normal
P000213,E0018,2025-11-15,83.82,3.82,2569.8,175.5,0,150,693.85,1901.45,False,None,Submitted,Not Required,2076.05,-174.60000000000014,0,Low,Normal
P000214,E0018,2025-11-30,61.78,0.0,1894.32,0.0,0,150,511.47,1232.85,False,None,Submitted,Not Required,1901.45,-668.6000000000001,2,Medium,Large change in net pay
P000215,E0018,2025-12-15,81.98,1.98,2513.51,91.06,0,150,678.65,1775.92,False,None,Submitted,Not Required,1232.85,543.0700000000002,2,Medium,Large change in net pay
P000216,E0018,2025-12-31,98.0,18.0,3004.79,827.99,0,150,811.29,2871.49,False,None,Submitted,Approved,1775.92,1095.5699999999997,2,Medium,Large change in net pay
P000217,E0019,2025-07-15,60.6,0.0,2811.94,0.0,2000,0,759.22,3052.72,True,Duplicate Bonus,Submitted,Not Required,,,3,Medium,Duplicate Bonus
P000218,E0019,2025-07-31,53.38,0.0,2476.65,0.0,0,0,668.7,1807.96,False,None,Submitted,Not Required,3052.72,-1244.7599999999998,2,Medium,Large change in net pay
P000219,E0019,2025-08-15,41.52,0.0,1926.75,0.0,0,0,520.22,1406.53,False,None,Late,Not Required,1807.96,-401.43000000000006,0,Low,Normal
P000220,E0019,2025-08-31,53.82,0.0,2497.27,0.0,0,0,674.26,1823.01,False,None,Submitted,Not Required,1406.53,416.48,0,Low,Normal
P000221,E0019,2025-09-15,55.92,0.0,2594.6,0.0,0,0,700.54,1894.05,False,None,Submitted,Not Required,1823.01,71.03999999999996,0,Low,Normal
P000222,E0019,2025-09-30,47.97,0.0,2225.81,0.0,0,0,600.97,1624.84,False,None,Submitted,Not Required,1894.05,-269.21000000000004,0,Low,Normal
P000223,E0019,2025-10-15,52.53,0.0,2437.57,0.0,0,0,658.15,1779.43,False,None,Submitted,Not Required,1624.84,154.59000000000015,0,Low,Normal
P000224,E0019,2025-10-31,62.08,0.0,2880.39,0.0,1000,0,777.7,3102.68,False,None,Submitted,Not Required,1779.43,1323.2499999999998,2,Medium,Large change in net pay
P000225,E0019,2025-11-15,43.14,0.0,2001.78,0.0,0,0,540.48,1461.3,False,None,Submitted,Not Required,3102.68,-1641.3799999999999,2,Medium,Large change in net pay
P000226,E0019,2025-11-30,41.53,0.0,1927.16,0.0,0,0,520.33,1406.83,False,None,Submitted,Not Required,1461.3,-54.47000000000003,0,Low,Normal
P000227,E0019,2025-12-15,55.54,0.0,2577.13,0.0,0,0,695.83,1881.3,False,None,Missing,Not Required,1406.83,474.47,2,Medium,Missing timesheet
P000228,E0019,2025-12-31,53.66,0.0,2489.84,0.0,0,0,672.26,1817.58,False,None,Submitted,Not Required,1881.3,-63.72000000000003,0,Low,Normal
P000229,E0020,2025-07-15,58.23,0.0,1907.64,0.0,0,275,495.99,1136.65,False,None,Submitted,Not Required,,,0,Low,Normal
P000230,E0020,2025-07-31,54.56,0.0,1787.33,0.0,0,275,464.71,1047.63,False,None,Submitted,Not Required,1136.65,-89.01999999999998,0,Low,Normal
P000231,E0020,2025-08-15,45.46,0.0,1489.2,0.0,0,275,387.19,827.01,False,None,Submitted,Not Required,1047.63,-220.62000000000012,0,Low,Normal
P000232,E0020,2025-08-31,53.46,0.0,1751.27,0.0,0,275,455.33,1020.94,True,Duplicate Bonus,Submitted,Not Required,827.01,193.93000000000006,3,Medium,Duplicate Bonus
P000233,E0020,2025-09-15,40.86,16.0,1338.67,786.24,0,275,348.05,715.62,True,Unusual Overtime,Submitted,Approved,1020.94,-305.32000000000005,3,Medium,Unusual Overtime
P000234,E0020,2025-09-30,48.0,0.0,1572.4,0.0,0,275,408.82,888.57,False,None,Submitted,Not Required,715.62,172.95000000000005,0,Low,Normal
P000235,E0020,2025-10-15,54.02,0.0,1769.77,0.0,0,275,460.14,1034.63,False,None,Late,Not Required,888.57,146.06000000000006,0,Low,Normal
P000236,E0020,2025-10-31,47.12,0.0,1543.52,0.0,0,275,401.31,867.2,False,None,Submitted,Not Required,1034.63,-167.43000000000006,0,Low,Normal
P000237,E0020,2025-11-15,69.74,0.0,2284.83,0.0,0,275,594.06,1415.77,False,None,Submitted,Not Required,867.2,548.5699999999999,2,Medium,Large change in net pay
P000238,E0020,2025-11-30,34.86,0.0,1142.1,0.0,250,275,296.95,820.15,False,None,Missing,Not Required,1415.77,-595.62,4,High,"Missing timesheet, Large change in net pay"
P000239,E0020,2025-12-15,45.62,0.0,1494.51,0.0,0,275,388.57,830.94,False,None,Submitted,Not Required,820.15,10.790000000000077,0,Low,Normal
P000240,E0020,2025-12-31,42.5,0.0,1392.23,0.0,0,275,361.98,755.25,False,None,Submitted,Not Required,830.94,-75.69000000000005,0,Low,Normal
P000241,E0021,2025-07-15,74.4,19.0,3534.61,1354.04,0,275,636.23,2623.38,True,Unusual Overtime,Missing,Pending,,,7,High,"Unusual Overtime, Missing timesheet, Pending manager approval"
P000242,E0021,2025-07-31,74.86,0.0,3556.41,0.0,0,275,640.15,2641.26,False,None,Submitted,Not Required,2623.38,17.88000000000011,0,Low,Normal
P000243,E0021,2025-08-15,69.39,0.0,3296.65,0.0,0,275,593.4,2428.26,False,None,Missing,Not Required,2641.26,-213.0,2,Medium,Missing timesheet
P000244,E0021,2025-08-31,86.02,6.02,4086.89,429.13,0,275,735.64,3505.38,False,None,Submitted,Approved,2428.26,1077.12,2,Medium,Large change in net pay
P000245,E0021,2025-09-15,75.62,0.0,3592.86,0.0,250,275,646.71,2921.15,False,None,Submitted,Not Required,3505.38,-584.23,2,Medium,Large change in net pay
P000246,E0021,2025-09-30,81.31,1.31,3862.97,93.26,0,275,695.33,2985.89,False,None,Missing,Not Required,2921.15,64.73999999999978,2,Medium,Missing timesheet
P000247,E0021,2025-10-15,76.52,0.0,3635.53,0.0,0,275,654.4,2706.14,False,None,Submitted,Not Required,2985.89,-279.75,0,Low,Normal
P000248,E0021,2025-10-31,74.47,0.0,3538.21,0.0,0,275,636.88,2626.33,False,None,Submitted,Not Required,2706.14,-79.80999999999995,0,Low,Normal
P000249,E0021,2025-11-15,93.38,13.38,4436.4,953.4,250,275,798.55,4566.25,False,None,Submitted,Pending,2626.33,1939.92,4,High,"Pending manager approval, Large change in net pay"
P000250,E0021,2025-11-30,87.38,7.38,4151.59,526.18,0,275,747.29,3655.48,False,None,Late,Rejected,4566.25,-910.77,2,Medium,Large change in net pay
P000251,E0021,2025-12-15,65.05,0.0,3090.73,0.0,0,275,556.33,2259.4,False,None,Submitted,Not Required,3655.48,-1396.08,2,Medium,Large change in net pay
P000252,E0021,2025-12-31,64.21,0.0,3050.47,0.0,0,275,549.08,2226.39,False,None,Submitted,Not Required,2259.4,-33.01000000000022,0,Low,Normal
P000253,E0022,2025-07-15,88.34,8.34,2300.4,325.79,0,275,414.07,1937.12,False,None,Submitted,Pending,,,2,Medium,Pending manager approval
P000254,E0022,2025-07-31,75.84,0.0,1974.9,0.0,0,275,355.48,1344.42,False,None,Submitted,Not Required,1937.12,-592.6999999999998,2,Medium,Large change in net pay
P000255,E0022,2025-08-15,66.81,0.0,1739.66,0.0,0,275,313.14,1151.52,False,None,Submitted,Not Required,1344.42,-192.9000000000001,0,Low,Normal
P000256,E0022,2025-08-31,88.37,8.37,2301.05,326.77,0,275,414.19,1938.63,False,None,Submitted,Approved,1151.52,787.1100000000001,2,Medium,Large change in net pay
P000257,E0022,2025-09-15,81.35,1.35,2118.43,52.85,0,275,381.32,1514.96,False,None,Submitted,Not Required,1938.63,-423.6700000000001,0,Low,Normal
P000258,E0022,2025-09-30,82.01,2.01,2135.61,78.61,0,275,384.41,1554.81,False,None,Submitted,Not Required,1514.96,39.84999999999991,0,Low,Normal
P000259,E0022,2025-10-15,86.48,6.48,2251.84,252.96,0,275,405.33,1824.48,False,None,Submitted,Pending,1554.81,269.6700000000001,2,Medium,Pending manager approval
P000260,E0022,2025-10-31,69.52,0.0,1810.31,0.0,0,275,325.86,1209.45,False,None,Submitted,Not Required,1824.48,-615.03,2,Medium,Large change in net pay
P000261,E0022,2025-11-15,66.95,0.0,1743.33,0.0,0,275,313.8,1154.53,False,None,Submitted,Not Required,1209.45,-54.92000000000007,0,Low,Normal
P000262,E0022,2025-11-30,92.65,12.65,2412.54,494.02,0,275,434.26,2197.3,False,None,Missing,Approved,1154.53,1042.7700000000002,4,High,"Missing timesheet, Large change in net pay"
P000263,E0022,2025-12-15,68.5,0.0,1783.81,0.0,250,275,321.09,1437.72,False,None,Submitted,Not Required,2197.3,-759.5800000000002,2,Medium,Large change in net pay
P000264,E0022,2025-12-31,70.22,0.0,1828.58,0.0,0,275,329.15,1224.44,False,None,Submitted,Not Required,1437.72,-213.27999999999997,0,Low,Normal
P000265,E0023,2025-07-15,41.82,0.0,1881.92,0.0,0,0,338.75,1543.18,False,None,Submitted,Not Required,,,0,Low,Normal
P000266,E0023,2025-07-31,66.64,0.0,2998.78,0.0,0,0,539.78,2459.0,False,None,Submitted,Not Required,1543.18,915.8199999999999,2,Medium,Large change in net pay
P000267,E0023,2025-08-15,53.95,0.0,2427.62,0.0,0,0,436.97,1990.65,False,None,Submitted,Not Required,2459.0,-468.3499999999999,0,Low,Normal
P000268,E0023,2025-08-31,57.72,0.0,2597.55,0.0,0,0,467.56,2129.99,False,None,Submitted,Not Required,1990.65,139.3399999999997,0,Low,Normal
P000269,E0023,2025-09-15,51.57,0.0,2320.62,0.0,0,0,417.71,1902.91,False,None,Submitted,Not Required,2129.99,-227.0799999999997,0,Low,Normal
P000270,E0023,2025-09-30,45.18,0.0,2033.32,0.0,0,0,366.0,1667.32,False,None,Missing,Not Required,1902.91,-235.59000000000015,2,Medium,Missing timesheet
P000271,E0023,2025-10-15,55.05,0.0,2477.26,0.0,0,0,445.91,2031.36,False,None,Submitted,Not Required,1667.32,364.03999999999996,0,Low,Normal
P000272,E0023,2025-10-31,37.55,0.0,1689.62,0.0,0,0,304.13,1385.49,False,None,Submitted,Not Required,2031.36,-645.8699999999999,2,Medium,Large change in net pay
P000273,E0023,2025-11-15,41.24,0.0,1855.7,0.0,0,0,334.03,1521.67,False,None,Submitted,Not Required,1385.49,136.18000000000006,0,Low,Normal
P000274,E0023,2025-11-30,55.86,0.0,2513.87,0.0,0,0,452.5,2061.37,False,None,Missing,Not Required,1521.67,539.6999999999998,4,High,"Missing timesheet, Large change in net pay"
P000275,E0023,2025-12-15,39.14,0.0,1761.39,0.0,0,0,317.05,1444.34,False,None,Submitted,Not Required,2061.37,-617.03,2,Medium,Large change in net pay
P000276,E0023,2025-12-31,48.49,0.0,2181.93,0.0,500,0,392.75,2289.18,False,None,Submitted,Not Required,1444.34,844.8399999999999,2,Medium,Large change in net pay
P000277,E0024,2025-07-15,48.85,0.0,1322.42,0.0,0,-150,290.93,881.49,True,Negative Deduction,Submitted,Not Required,,,3,Medium,Negative Deduction
P000278,E0024,2025-07-31,45.77,0.0,1239.01,0.0,0,150,272.58,816.43,False,None,Submitted,Not Required,881.49,-65.06000000000006,0,Low,Normal
P000279,E0024,2025-08-15,34.39,0.0,930.97,0.0,0,150,204.81,576.15,False,None,Submitted,Not Required,816.43,-240.27999999999997,0,Low,Normal
P000280,E0024,2025-08-31,44.97,0.0,1217.3,0.0,250,-150,267.81,1049.49,True,Negative Deduction,Submitted,Not Required,576.15,473.34000000000003,3,Medium,Negative Deduction
P000281,E0024,2025-09-15,43.4,18.0,1174.84,730.89,0,150,258.47,766.38,True,Unusual Overtime,Missing,Approved,1049.49,-283.11,5,High,"Unusual Overtime, Missing timesheet"
P000282,E0024,2025-09-30,51.29,0.0,1388.46,0.0,0,150,305.46,933.0,False,None,Late,Not Required,766.38,166.62,0,Low,Normal
P000283,E0024,2025-10-15,50.88,0.0,1377.43,0.0,0,150,303.03,924.39,False,None,Submitted,Not Required,933.0,-8.610000000000014,0,Low,Normal
P000284,E0024,2025-10-31,53.02,0.0,1435.35,0.0,0,150,315.78,969.57,False,None,Missing,Not Required,924.39,45.180000000000064,2,Medium,Missing timesheet
P000285,E0024,2025-11-15,44.59,0.0,1207.11,0.0,0,150,265.56,791.54,False,None,Submitted,Not Required,969.57,-178.0300000000001,0,Low,Normal
P000286,E0024,2025-11-30,54.18,0.0,1466.71,0.0,0,150,322.68,994.04,False,None,Submitted,Not Required,791.54,202.5,0,Low,Normal
P000287,E0024,2025-12-15,37.55,0.0,1016.53,0.0,1000,150,223.64,1642.89,False,None,Submitted,Not Required,994.04,648.8500000000001,2,Medium,Large change in net pay
P000288,E0024,2025-12-31,35.42,0.0,958.95,0.0,0,150,210.97,597.98,False,None,Submitted,Not Required,1642.89,-1044.91,2,Medium,Large change in net pay
P000289,E0025,2025-07-15,61.32,0.0,2044.26,0.0,0,0,367.97,1676.29,False,None,Submitted,Not Required,,,0,Low,Normal
P000290,E0025,2025-07-31,76.01,0.0,2534.03,0.0,500,0,456.12,2577.9,False,None,Submitted,Not Required,1676.29,901.6100000000001,2,Medium,Large change in net pay
P000291,E0025,2025-08-15,73.97,0.0,2466.28,0.0,0,0,443.93,2022.35,False,None,Submitted,Not Required,2577.9,-555.5500000000002,2,Medium,Large change in net pay
P000292,E0025,2025-08-31,86.31,6.31,2877.73,315.79,0,0,517.99,2675.52,False,None,Submitted,Approved,2022.35,653.1700000000001,2,Medium,Large change in net pay
P000293,E0025,2025-09-15,74.81,0.0,2494.19,0.0,0,0,448.95,2045.23,False,None,Submitted,Not Required,2675.52,-630.29,2,Medium,Large change in net pay
P000294,E0025,2025-09-30,82.19,2.19,2740.11,109.37,0,0,493.22,2356.27,False,None,Submitted,Not Required,2045.23,311.03999999999996,0,Low,Normal
P000295,E0025,2025-10-15,86.51,6.51,2884.12,325.38,0,0,519.14,2690.36,False,None,Submitted,Rejected,2356.27,334.09000000000015,0,Low,Normal
P000296,E0025,2025-10-31,74.51,0.0,2484.14,0.0,0,0,447.15,2037.0,False,None,Submitted,Not Required,2690.36,-653.3600000000001,2,Medium,Large change in net pay
